gvkey,cik,datadate,fyear,company name,curcd,Total revenue,Net income(loss),Profitability,ProfitabilityDiff,assests and liabilities other net change,assestsDiff,cash and cash equivalents incease(decrease) ,cashDiff,operating income,incomeDiff,company statement,have 2021
63405,886744,12/31/2020,2020,GERON CORP,USD,0.253,-75.617,-298.8814229,-149.8640316,-1.944,-0.446,-3.626,-6.696,-76.755,-4.314,A,
25676,887226,06/30/2019,2019,PERCEPTRON INC,USD,76.822,-6.791,-0.088399156,,-2.451,,-1.153,,2.2,,I,
25676,887226,06/30/2020,2020,PERCEPTRON INC,USD,62.262,-3.971,-0.06377887,0.024620287,-1.733,0.718,6.133,7.286,1.283,-0.917,I,
182826,887247,12/31/2019,2019,ADAMIS PHARMACEUTICALS CORP,USD,22.114,-29.307,-1.32526906,,0.855,,-10.461,,-26.348,,A,
182826,887247,12/31/2020,2020,ADAMIS PHARMACEUTICALS CORP,USD,16.527,-49.391,-2.988503661,-1.6632346,7.401,6.546,-1.955,8.506,-33.675,-7.327,A,
64334,887359,12/31/2019,2019,VERICEL CORP,USD,117.85,-9.665,-0.082011031,,-2.682,,8.692,,7.993,,A,
64334,887359,12/31/2020,2020,VERICEL CORP,USD,124.179,2.864,0.023063481,0.105074512,-4.876,-2.194,6.853,-1.839,4.755,-3.238,A,
25848,887730,03/31/2020,2019,KEMET CORP,USD,1260.554,41.381,0.03282763,,26.895,,22.545,,251.977,,I,
62290,887921,12/31/2019,2019,REVLON INC  -CL A,USD,2432.8,-157.7,-0.064822427,,-131.4,,17,,241,,A,
62290,887921,12/31/2020,2020,REVLON INC  -CL A,USD,1908.5,-619,-0.324338486,-0.259516059,9.4,140.8,-2,-19,190.9,-50.1,A,
62823,887936,12/31/2019,2019,FTI CONSULTING INC,USD,2352.717,216.726,0.092117326,,46.147,,57.304,,343.9,,A,
62823,887936,12/31/2020,2020,FTI CONSULTING INC,USD,2461.275,210.682,0.085598724,-0.006518602,41.794,-4.353,-74.42,-131.724,332.814,-11.086,A,
21361,888981,12/31/2019,2019,NOCOPI TECHNOLOGIES INC,USD,2.537,0.755,0.297595585,,0.275,,0.287,,0.817,,A,
21361,888981,12/31/2020,2020,NOCOPI TECHNOLOGIES INC,USD,2.659,0.508,0.191049267,-0.106546319,0.407,0.132,0.675,0.388,0.501,-0.316,A,
25747,889331,12/31/2019,2019,LITTELFUSE INC,USD,1503.873,139.082,0.092482543,,-66.243,,41.406,,307.227,,A,
25747,889331,12/31/2020,2020,LITTELFUSE INC,USD,1445.695,129.986,0.089912464,-0.002570079,42.373,108.616,156.386,114.98,302.566,-4.661,A,
25726,889348,12/31/2019,2019,CPI AEROSTRUCTURES INC,USD,87.519,-4.45,-0.050846102,,-1.385,,-0.695,,-1.307,,A,
25726,889348,12/31/2020,2020,CPI AEROSTRUCTURES INC,USD,87.585,-1.32,-0.015071074,0.035775028,-3.139,-1.754,0.601,1.296,1.081,2.388,A,
62217,889971,06/30/2019,2019,LIGHTPATH TECHNOLOGIES INC,USD,33.749,-2.68,-0.07940976,,0.393,,-1.904,,3.18,,A,
62217,889971,06/30/2020,2020,LIGHTPATH TECHNOLOGIES INC,USD,34.968,0.867,0.024794097,0.104203858,0.403,0.01,0.783,2.687,5.462,2.282,A,
62217,889971,06/30/2021,2021,LIGHTPATH TECHNOLOGIES INC,USD,38.465,-3.185,-0.082802548,-0.107596645,0.138,-0.265,1.387,0.604,1.676,-3.786,A,3 years
141278,890394,12/31/2019,2019,MOSYS INC,USD,10.086,-2.58,-0.255800119,,0.245,,-1.051,,-1.858,,A,
141278,890394,12/31/2020,2020,MOSYS INC,USD,6.795,-3.78,-0.556291391,-0.300491272,-0.15,-0.395,-0.164,0.887,-3.408,-1.55,A,
183704,890447,12/31/2019,2019,VERTEX ENERGY INC,USD,163.365,-7.328,-0.044856609,,-0.482,,1.35,,4.239,,A,
183704,890447,12/31/2020,2020,VERTEX ENERGY INC,USD,135.028,-27.171,-0.201224931,-0.156368322,-0.448,0.034,6.795,5.445,-4.882,-9.121,A,
28004,890547,12/31/2019,2019,REVLON CONSUMER PRODUCTS CP,USD,2419.6,-151.2,-0.062489668,,-125.6,,17,,180.1,,A,
28004,890547,12/31/2020,2020,REVLON CONSUMER PRODUCTS CP,USD,1904.3,-593.5,-0.311663078,-0.249173411,11.6,137.2,-2,-19,103.1,-77,A,
25749,890564,12/31/2019,2019,ASGN INC,USD,3923.9,174.7,0.044522032,,-17,,53.4,,409.7,,A,
25749,890564,12/31/2020,2020,ASGN INC,USD,3950.6,200.3,0.050701159,0.006179128,95.1,112.1,179.2,125.8,407,-2.7,A,
25870,891014,12/31/2019,2019,MINERALS TECHNOLOGIES INC,USD,1791,132.7,0.074092686,,-17.5,,32.8,,329.2,,A,
25870,891014,12/31/2020,2020,MINERALS TECHNOLOGIES INC,USD,1594.8,112.4,0.070479057,-0.003613629,-6.6,10.9,126.1,93.3,302.5,-26.7,A,
26061,891103,12/31/2019,2019,MATCH GROUP INC,USD,4757.055,431.131,0.090629812,,58.548,,1006.673,,747.606,,A,
26061,891103,12/31/2020,2020,MATCH GROUP INC,USD,2391.269,128.321,0.053662302,-0.03696751,31.357,-27.191,-2401.056,-3407.729,794.511,46.905,A,
64515,891293,12/31/2019,2019,CTI BIOPHARMA CORP,USD,3.345,-40.02,-11.96412556,,-0.449,,-5.295,,-39.371,,A,
64515,891293,12/31/2020,2020,CTI BIOPHARMA CORP,USD,0,-52.451,,,-2.422,-1.973,9.25,14.545,-43.037,-3.666,A,
27856,891417,12/31/2019,2019,NANO MAGIC INC,USD,2.436,-0.965,-0.396141215,,0.324,,-0.08,,-0.946,,A,
27856,891417,12/31/2020,2020,NANO MAGIC INC,USD,4.759,-0.781,-0.164110107,0.232031108,-1.092,-1.416,0.071,0.151,-0.887,0.059,A,
28749,891482,12/31/2019,2019,FULL HOUSE RESORTS INC,USD,165.432,-5.822,-0.035192708,,5.307,,9.217,,14.555,,A,
28749,891482,12/31/2020,2020,FULL HOUSE RESORTS INC,USD,125.589,0.147,0.001170485,0.036363192,2.445,-2.862,7.847,-1.37,18.826,4.271,A,
61192,892222,12/31/2019,2019,CRAFT BREW ALLIANCE INC,USD,192.971,-12.919,-0.066947883,,15.458,,-0.731,,-2.859,,A,
25915,892482,12/31/2019,2019,QUMU CORP,USD,25.362,-6.443,-0.254041479,,0.692,,2.003,,-3.784,,A,
25915,892482,12/31/2020,2020,QUMU CORP,USD,29.072,-9.2,-0.316455696,-0.062414217,4.903,4.211,1.239,-0.764,-2.862,0.922,A,
146171,892537,12/31/2019,2019,MANTECH INTL CORP,USD,2222.559,113.89,0.051242734,,-43.759,,3.56,,192.525,,A,
146171,892537,12/31/2020,2020,MANTECH INTL CORP,USD,2518.384,120.53,0.047860056,-0.003382678,1.023,44.782,32.339,28.779,225.649,33.124,A,
25964,892553,12/31/2019,2019,CHART INDUSTRIES INC,USD,1299.1,46.4,0.035717035,,-6,,0.9,,191.5,,A,
25964,892553,12/31/2020,2020,CHART INDUSTRIES INC,USD,1177.1,308.1,0.261744966,0.226027932,38.4,44.4,6.1,5.2,206.3,14.8,A,
20696,893691,12/31/2019,2019,MASONITE INTERNATIONAL CORP,USD,2176.683,44.602,0.020490811,,-3.617,,51.467,,266.052,,A,
20696,893691,12/31/2020,2020,MASONITE INTERNATIONAL CORP,USD,2257.075,69.037,0.030586932,0.010096121,9.898,13.515,197.626,146.159,336.832,70.78,A,
61325,893949,12/31/2019,2019,MEDNAX INC,USD,3513.542,-1497.702,-0.426265575,,8.178,,56.022,,487.355,,A,
61325,893949,12/31/2020,2020,MEDNAX INC,USD,1711.951,-796.488,-0.465251634,-0.038986059,-26.186,-34.364,1015.973,959.951,178.374,-308.981,A,
177764,894158,12/31/2019,2019,SYNTHETIC BIOLOGICS INC,USD,0,-15.303,,,-0.887,,-13.873,,-15.423,,A,
177764,894158,12/31/2020,2020,SYNTHETIC BIOLOGICS INC,USD,0,-10.043,,,-0.434,0.453,-8.818,5.055,-9.959,5.464,A,
63030,895051,12/31/2019,2019,CASI PHARMACEUTICALS INC,USD,4.131,-46.032,-11.14306463,,6.155,,-30.584,,-37.43,,A,
63030,895051,12/31/2020,2020,CASI PHARMACEUTICALS INC,USD,15.141,-48.287,-3.189155274,7.95390936,-3.152,-9.307,3.443,34.027,-31.354,6.076,A,
27794,895419,06/30/2019,2019,WOLFSPEED INC,USD,1080,-375.1,-0.347314815,,59.8,,381.6,,144.9,,A,
27794,895419,06/30/2020,2020,WOLFSPEED INC,USD,903.9,-191.7,-0.212080982,0.135233832,-42.8,-102.6,-51.7,-433.3,-23.1,-168,A,
27794,895419,06/30/2021,2021,WOLFSPEED INC,USD,525.6,-523.9,-0.996765601,-0.784684619,14.2,57,-69.8,-18.1,-79,-55.9,A,3 years
27776,895456,12/31/2019,2019,ROCKY BRANDS INC,USD,270.408,17.462,0.064576492,,2.947,,5.345,,26.397,,A,
27776,895456,12/31/2020,2020,ROCKY BRANDS INC,USD,277.309,20.964,0.075597979,0.011021487,6.788,3.841,12.835,7.49,35.089,8.692,A,
23252,896156,06/30/2019,2019,ETHAN ALLEN INTERIORS INC,USD,746.684,25.698,0.034416165,,-6.758,,-1.539,,74.132,,A,
23252,896156,06/30/2020,2020,ETHAN ALLEN INTERIORS INC,USD,589.837,8.9,0.015088914,-0.019327251,-31.77,-25.012,51.452,52.991,26.367,-47.765,A,
23252,896156,06/30/2021,2021,ETHAN ALLEN INTERIORS INC,USD,685.169,60.005,0.087576934,0.072488019,21.444,53.214,32.32,-19.132,94.56,68.193,A,3 years
30612,896262,12/31/2019,2019,AMEDISYS INC,USD,1962.174,126.833,0.064639018,,-37.977,,76.261,,220.999,,A,
30612,896262,12/31/2020,2020,AMEDISYS INC,USD,2071.519,183.608,0.088634475,0.023995458,-17.672,20.305,-13.133,-89.394,269.078,48.079,A,
63863,896264,12/31/2019,2019,USANA HEALTH SCIENCES INC,USD,1060.902,100.526,0.094755218,,-23.615,,20.454,,160.72,,A,
63863,896264,12/31/2020,2020,USANA HEALTH SCIENCES INC,USD,1134.644,124.664,0.109870585,0.015115367,11.264,34.879,78.249,57.795,190.059,29.339,A,
62213,896429,06/30/2019,2019,CANTALOUPE INC,USD,143.799,-32.028,-0.222727557,,-0.493,,-56.5,,-5.37,,A,
62213,896429,06/30/2020,2020,CANTALOUPE INC,USD,163.153,-40.595,-0.248815529,-0.026087972,-1.931,-1.438,4.249,60.749,-11.283,-5.913,A,
62213,896429,06/30/2021,2021,CANTALOUPE INC,USD,166.939,-8.705,-0.052144795,0.196670734,-1.796,0.135,56.423,52.174,-1.615,9.668,A,3 years
64163,896493,12/31/2019,2019,AULT GLOBAL HOLDINGS INC,USD,26.512,-32.913,-1.241437839,,-2.699,,-0.414,,-17.64,,A,
64163,896493,12/31/2020,2020,AULT GLOBAL HOLDINGS INC,USD,23.871,-32.729,-1.371077877,-0.129640037,-2.188,0.511,18.196,18.61,-5.311,12.329,A,
28176,896622,12/31/2019,2019,APTARGROUP INC,USD,2859.732,242.202,0.08469395,,14.411,,-19.85,,590.146,,A,
28176,896622,12/31/2020,2020,APTARGROUP INC,USD,2929.34,214.04,0.073067653,-0.011626297,55.254,40.843,57.997,77.847,600.274,10.128,A,
21136,896747,12/31/2019,2019,AMERICAN BIO MEDICA CORP,USD,3.655,-0.681,-0.186320109,,0.236,,-0.109,,-0.512,,A,
21136,896747,12/31/2020,2020,AMERICAN BIO MEDICA CORP,USD,4.147,-0.796,-0.191945985,-0.005625876,-0.094,-0.33,0.094,0.203,-0.542,-0.03,A,
27925,896841,12/31/2019,2019,AVID TECHNOLOGY INC,USD,411.788,7.601,0.018458527,,-17.324,,4.481,,46.616,,A,
27925,896841,12/31/2020,2020,AVID TECHNOLOGY INC,USD,360.466,11.062,0.030688054,0.012229527,-5.385,11.939,11.062,6.581,46.727,0.111,A,
27928,896878,07/31/2019,2019,INTUIT INC,USD,6784,1557,0.229510613,,16,,721,,2080,,A,
27928,896878,07/31/2020,2020,INTUIT INC,USD,7649,1826,0.238724016,0.009213403,-26,-42,4345,3624,2433,353,A,
27928,896878,07/31/2021,2021,INTUIT INC,USD,9613,2062,0.214501196,-0.02422282,59,85,-3878,-8223,2879,446,A,3 years
27960,897077,12/31/2019,2019,ALAMO GROUP INC,USD,1119.138,62.906,0.056209333,,-23.159,,8.268,,129.804,,A,
27960,897077,12/31/2020,2020,ALAMO GROUP INC,USD,1163.466,56.63,0.048673532,-0.0075358,13.346,36.505,7.884,-0.384,141.835,12.031,A,
19272,897078,12/31/2019,2019,RESONATE BLENDS INC,USD,1.05,-3.67,-3.495238095,,0,,-0.015,,-3.323,,A,
19272,897078,12/31/2020,2020,RESONATE BLENDS INC,USD,0,-1.941,,,0.188,0.188,0.111,0.126,-1.814,1.509,A,
28027,897448,12/31/2019,2019,AMARIN CORP,USD,429.755,-22.645,-0.052692813,,48.733,,397.768,,-23.42,,A,
28027,897448,12/31/2020,2020,AMARIN CORP,USD,614.06,-18,-0.029313096,0.023379717,96.405,47.672,-457.616,-855.384,-17.617,5.803,A,
28139,897723,09/30/2019,2019,SANMINA CORP,USD,8233.859,141.515,0.017186959,,10.018,,35.213,,421.303,,A,
28139,897723,09/30/2020,2020,SANMINA CORP,USD,6960.37,139.713,0.02007264,0.00288568,17.798,7.78,25.785,-9.428,376.43,-44.873,A,
28139,897723,09/30/2021,2021,SANMINA CORP,USD,6756.643,268.998,0.039812374,0.019739734,-6.486,-24.284,169.5,143.715,406.013,29.583,A,3 years
28195,898293,08/31/2019,2019,JABIL INC,USD,25282.32,287.111,0.011356197,,952.371,,-94.606,,1551.8,,A,
28195,898293,08/31/2020,2020,JABIL INC,USD,27266.438,53.912,0.001977229,-0.009378967,438.151,-514.22,230.214,324.82,1625.081,73.281,A,
28195,898293,08/31/2021,2021,JABIL INC,USD,29285,696,0.023766433,0.021789204,1177,738.849,173,-57.214,1944,318.919,A,3 years
28209,898437,12/31/2019,2019,ANIKA THERAPEUTICS INC,USD,114.61,27.193,0.237265509,,0.781,,68.421,,43.487,,A,
28209,898437,12/31/2020,2020,ANIKA THERAPEUTICS INC,USD,130.457,-23.982,-0.183830688,-0.421096197,-5.136,-5.917,-61.646,-130.067,17.777,-25.71,A,
61976,899394,12/31/2019,2019,HARBOR DIVERSIFIED INC,USD,263.605,-19.214,-0.072889361,,2.142,,9.197,,27.796,,A,
61976,899394,12/31/2020,2020,HARBOR DIVERSIFIED INC,USD,185.949,39.763,0.213838203,0.286727564,44.771,42.629,60.92,51.723,30.951,3.155,A,
160340,899460,12/31/2019,2019,MANNKIND CORP,USD,63.038,-51.903,-0.823360513,,-12.306,,-41.462,,-42.16,,A,
160340,899460,12/31/2020,2020,MANNKIND CORP,USD,65.144,-57.24,-0.878668795,-0.055308283,-7.761,4.545,36.941,78.403,-22.985,19.175,A,
28295,899751,12/31/2019,2019,TITAN INTERNATIONAL INC,USD,1448.666,-48.425,-0.033427305,,-15.523,,-14.886,,27.362,,A,
28295,899751,12/31/2020,2020,TITAN INTERNATIONAL INC,USD,1259.313,-60.388,-0.04795313,-0.014525825,12.04,27.563,50.632,65.518,45.786,18.424,A,
62263,899866,12/31/2019,2019,ALEXION PHARMACEUTICALS INC,USD,4991.1,2404.3,0.481717457,,199.7,,1356.3,,2511.8,,A,
62263,899866,12/31/2020,2020,ALEXION PHARMACEUTICALS INC,USD,6069.9,603.4,0.099408557,-0.3823089,10.6,-189.1,311,-1045.3,3223.1,711.3,A,
61399,899923,06/30/2019,2019,MYRIAD GENETICS INC,USD,851.1,4.6,0.00540477,,-28.8,,-17.7,,125.8,,A,
61399,899923,06/30/2020,2020,MYRIAD GENETICS INC,USD,638.6,-199.5,-0.31240213,-0.3178069,58,86.8,70.5,88.2,-42.6,-168.4,A,
28462,902274,12/31/2019,2019,LIBBEY INC,USD,785.602,-69.019,-0.087854919,,13.552,,23.852,,74.226,,A,
28410,902791,12/31/2019,2019,BARRETT BUSINESS SVCS INC,USD,942.311,48.292,0.051248473,,-14.286,,132.639,,54.374,,A,
28410,902791,12/31/2020,2020,BARRETT BUSINESS SVCS INC,USD,880.824,33.765,0.038333424,-0.012915049,-22.605,-8.319,-39.504,-172.143,40.991,-13.383,A,
28408,903129,12/31/2019,2019,GENTHERM INC,USD,971.684,37.506,0.038598968,,3.669,,13.328,,141.21,,A,
28408,903129,12/31/2020,2020,GENTHERM INC,USD,913.098,59.69,0.065370858,0.02677189,12.695,9.026,215.397,202.069,137.315,-3.895,A,
28717,903651,12/31/2019,2019,INNODATA INC,USD,55.858,-1.602,-0.028679867,,1.388,,0.005,,2.845,,A,
28717,903651,12/31/2020,2020,INNODATA INC,USD,58.24,0.617,0.010594093,0.03927396,1.319,-0.069,6.699,6.694,4.594,1.749,A,
29011,906553,12/31/2019,2019,BOYD GAMING CORP,USD,3326.119,157.636,0.047393373,,-26.794,,-2.754,,753.238,,A,
29011,906553,12/31/2020,2020,BOYD GAMING CORP,USD,2178.49,-134.7,-0.061831819,-0.109225193,-40.502,-13.708,264.551,267.305,445.058,-308.18,A,
30137,906709,12/31/2019,2019,NEKTAR THERAPEUTICS,USD,114.617,-440.667,-3.844691451,,-1.752,,-98.542,,-429.035,,A,
30137,906709,12/31/2020,2020,NEKTAR THERAPEUTICS,USD,152.915,-444.44,-2.906451296,0.938240154,1.703,3.455,102.592,201.134,-367.422,61.613,A,
28704,907242,12/31/2019,2019,MONARCH CASINO & RESORT INC,USD,249.166,31.816,0.127689974,,-0.622,,30.077,,54.735,,A,
28704,907242,12/31/2020,2020,MONARCH CASINO & RESORT INC,USD,184.413,23.678,0.128396588,0.000706614,-25.956,-25.334,-32.229,-62.306,34.983,-19.752,A,
182309,907654,12/31/2019,2019,ARCA BIOPHARMA INC,USD,0,-5.482,,,0.441,,1.755,,-5.796,,A,
182309,907654,12/31/2020,2020,ARCA BIOPHARMA INC,USD,0,-9.738,,,1.877,1.436,40.708,38.953,-9.758,-3.962,A,
28742,908255,12/31/2019,2019,BORGWARNER INC,USD,10168,746,0.073367427,,-47,,93,,1667,,A,
28742,908255,12/31/2020,2020,BORGWARNER INC,USD,10165,500,0.049188392,-0.024179036,134,181,818,725,1554,-113,A,
62723,909494,12/31/2019,2019,TUCOWS INC,USD,337.145,15.398,0.045671744,,3.553,,7.756,,48.809,,A,
62723,909494,12/31/2020,2020,TUCOWS INC,USD,311.202,5.775,0.018557079,-0.027114665,-0.048,-3.601,-12.082,-19.838,33.638,-15.171,A,
61836,910267,12/31/2019,2019,TITAN PHARMACEUTICALS INC,USD,3.611,-16.458,-4.557740238,,-0.86,,-4.433,,-16.6,,A,
61836,910267,12/31/2020,2020,TITAN PHARMACEUTICALS INC,USD,4.838,-18.242,-3.77056635,0.787173888,0.391,1.251,0.19,4.623,-7.059,9.541,A,
29517,910329,12/31/2019,2019,MEDIFAST INC,USD,713.672,77.916,0.109176204,,-6.67,,-4.39,,94.739,,A,
29517,910329,12/31/2020,2020,MEDIFAST INC,USD,934.842,102.859,0.110028219,0.000852014,2.896,9.566,86.749,91.139,145.307,50.568,A,
29609,910406,06/30/2019,2019,HAIN CELESTIAL GROUP INC,USD,2302.468,-183.314,-0.079616307,,-2.061,,-73.491,,163,,A,
29609,910406,06/30/2020,2020,HAIN CELESTIAL GROUP INC,USD,2053.903,-80.407,-0.039148392,0.040467915,-39.351,-37.29,-1.755,71.736,182.98,19.98,A,
29609,910406,06/30/2021,2021,HAIN CELESTIAL GROUP INC,USD,1970.302,77.364,0.039265047,0.078413439,54.952,94.303,38.1,39.855,241.115,58.135,A,3 years
29015,910521,03/31/2020,2019,DECKERS OUTDOOR CORP,USD,2132.689,276.142,0.12948067,,-11.738,,59.744,,377.047,,A,
29015,910521,03/31/2021,2020,DECKERS OUTDOOR CORP,USD,2545.641,382.575,0.150286313,0.020805643,-22.609,-10.871,439.925,380.181,548.257,171.21,A,
14898,910638,12/31/2019,2019,3D SYSTEMS CORP,USD,629.094,-69.88,-0.111080379,,10.787,,23.698,,-3.31,,A,
14898,910638,12/31/2020,2020,3D SYSTEMS CORP,USD,557.24,-149.594,-0.268455244,-0.157374865,8.646,-2.141,-49.906,-73.604,-6.404,-3.094,A,
29734,911109,12/31/2019,2019,MOBILE MINI INC,USD,612.625,83.734,0.136680677,,0.486,,2.448,,231.627,,A,
29151,911147,12/31/2019,2019,CENTURY CASINOS INC,USD,218.227,-19.155,-0.087775573,,-5.774,,9.356,,27.492,,A,
29151,911147,12/31/2020,2020,CENTURY CASINOS INC,USD,304.268,-48.002,-0.157762236,-0.069986663,-5.451,0.323,8.037,-1.319,48.937,21.445,A,
29086,911216,06/30/2019,2019,PALATIN TECHNOLOGIES INC,USD,60.3,35.773,0.593250415,,0.091,,5.51,,35.804,,A,
29086,911216,06/30/2020,2020,PALATIN TECHNOLOGIES INC,USD,0.118,-22.426,-190.0508475,-190.6440979,-0.277,-0.368,39.341,33.831,-23.543,-59.347,A,
29086,911216,06/30/2021,2021,PALATIN TECHNOLOGIES INC,USD,-0.189,-33.596,177.7566138,367.8074612,-9.814,-9.537,-22.747,-62.088,-30.549,-7.006,A,3 years
29040,911649,12/31/2019,2019,STANDARD DIVERSIFIED INC,USD,391.778,-10.623,-0.027114846,,-11.7,,120.984,,43.692,,A,
29241,912093,06/30/2019,2019,VIAVI SOLUTIONS INC,USD,1130.3,5.4,0.004777493,,-13.3,,-93.9,,199.2,,A,
29241,912093,06/30/2020,2020,VIAVI SOLUTIONS INC,USD,1136.3,28.7,0.025257414,0.020479922,-52.5,-39.2,17,110.9,206.4,7.2,A,
29241,912093,06/30/2021,2021,VIAVI SOLUTIONS INC,USD,1198.9,46.1,0.038451914,0.0131945,34.9,87.4,161,144,241.1,34.7,A,3 years
63447,912463,01/31/2020,2019,GUESS INC,USD,2592.262,95.975,0.03702365,,15.592,,73.833,,137.427,,A,
63447,912463,01/31/2021,2020,GUESS INC,USD,1802.533,-81.229,-0.045063807,-0.082087457,49.692,34.1,184.517,110.684,10.062,-127.365,A,
29131,912562,12/31/2019,2019,GIBRALTAR INDUSTRIES INC,USD,1047.439,65.091,0.062142998,,9.631,,-105.643,,133.202,,A,
29131,912562,12/31/2020,2020,GIBRALTAR INDUSTRIES INC,USD,1032.578,64.566,0.062528932,0.000385934,-40.263,-49.894,-159.309,-53.666,136.783,3.581,A,
26305,912766,12/31/2019,2019,LAUREATE EDUCATION INC,USD,3250.326,938.484,0.288735345,,36.345,,-57.022,,518.761,,A,
26305,912766,12/31/2020,2020,LAUREATE EDUCATION INC,USD,1024.917,-613.331,-0.598420165,-0.88715551,438.32,401.975,769.481,826.503,105.802,-412.959,A,
29156,912767,12/31/2019,2019,UFP INDUSTRIES INC,USD,4416.009,179.65,0.040681529,,33.595,,140.468,,313.29,,A,
29156,912767,12/31/2020,2020,UFP INDUSTRIES INC,USD,5153.998,246.778,0.047880888,0.007199358,160.853,127.258,267.942,127.474,428.38,115.09,A,
28940,913142,12/31/2019,2019,BELDEN INC,USD,2131.278,-377.015,-0.17689621,,-9.464,,5.275,,349.886,,A,
28940,913142,12/31/2020,2020,BELDEN INC,USD,1862.716,-55.162,-0.029613747,0.147282463,-20.845,-11.381,76.109,70.834,246.479,-103.407,A,
29382,913241,12/31/2019,2019,MADDEN STEVEN LTD,USD,1787.157,141.311,0.079070278,,2.051,,64.07,,216.244,,A,
29382,913241,12/31/2020,2020,MADDEN STEVEN LTD,USD,1201.814,-18.397,-0.015307693,-0.094377971,-13.479,-15.53,-16.237,-80.307,68.206,-148.038,A,
185372,913277,12/31/2019,2019,CLARUS CORP,USD,229.437,18.972,0.082689366,,0.599,,-0.783,,19.713,,A,
185372,913277,12/31/2020,2020,CLARUS CORP,USD,224.007,5.545,0.024753691,-0.057935675,-0.99,-1.589,16.086,16.869,15.598,-4.115,A,
8633,914025,03/31/2020,2019,PLANTRONICS INC,USD,1696.99,-827.182,-0.487440704,,31.72,,11.37,,201.161,,A,
8633,914025,03/31/2021,2020,PLANTRONICS INC,USD,1727.607,-57.331,-0.033185209,0.454255494,-26.126,-57.846,482.589,471.219,243.183,42.022,A,
19431,914122,01/31/2020,2019,PERMA-PIPE INTERNATIONAL HOL,USD,127.663,3.576,0.028011248,,-0.569,,1.921,,10.377,,A,
19431,914122,01/31/2021,2020,PERMA-PIPE INTERNATIONAL HOL,USD,84.694,-7.642,-0.090230713,-0.118241961,-0.13,0.439,-6.283,-8.204,-6.638,-17.015,A,
29332,914139,12/31/2019,2019,PARKERVISION INC,USD,0.074,-9.453,-127.7432432,,-0.009,,-1.47,,-7.1,,A,
29332,914139,12/31/2020,2020,PARKERVISION INC,USD,0,-19.578,,,0.042,0.051,1.57,3.04,-9.832,-2.732,A,
29449,914156,12/31/2019,2019,UFP TECHNOLOGIES INC,USD,198.381,19.75,0.099555905,,2.398,,0.505,,32.908,,A,
29449,914156,12/31/2020,2020,UFP TECHNOLOGIES INC,USD,179.373,13.369,0.074531841,-0.025024064,0.362,-2.036,20.491,19.986,25.459,-7.449,A,
62921,914475,12/31/2019,2019,NEUROCRINE BIOSCIENCES INC,USD,788.087,37.012,0.046964358,,21.879,,-31.706,,234.007,,A,
62921,914475,12/31/2020,2020,NEUROCRINE BIOSCIENCES INC,USD,1045.9,407.3,0.389425375,0.342461017,-23.6,-45.479,74.8,106.506,336.1,102.093,A,
29621,914712,07/31/2019,2019,STEEL CONNECT INC,USD,819.83,-66.727,-0.081391264,,4.79,,-57.762,,27.767,,A,
29621,914712,07/31/2020,2020,STEEL CONNECT INC,USD,782.813,-5.284,-0.006750016,0.074641248,15.548,10.758,48.578,106.34,82.773,55.006,A,
29621,914712,07/31/2021,2021,STEEL CONNECT INC,USD,613.766,-44.391,-0.072325609,-0.065575594,-22.904,-38.452,10.501,-38.077,61.855,-20.918,A,3 years
29698,915358,04/30/2020,2019,SIGMATRON INTERNATIONAL INC,USD,281.042,0.443,0.001576277,,-1.622,,5.774,,8.121,,A,
29698,915358,04/30/2021,2020,SIGMATRON INTERNATIONAL INC,USD,277.719,1.541,0.005548774,0.003972497,-1.481,0.141,-3.27,-9.044,9.668,1.547,A,
29392,915389,12/31/2019,2019,EASTMAN CHEMICAL CO,USD,9273,759,0.081850534,,-51,,-22,,1919,,A,
29392,915389,12/31/2020,2020,EASTMAN CHEMICAL CO,USD,8473,478,0.056414493,-0.025436041,92,143,360,382,1668,-251,A,
29722,915778,12/31/2019,2019,DSP GROUP INC,USD,117.613,-1.19,-0.010117929,,-0.272,,16.098,,-2.471,,A,
29722,915778,12/31/2020,2020,DSP GROUP INC,USD,114.48,-6.79,-0.05931167,-0.049193741,4.753,5.025,-11.801,-27.899,-4.611,-2.14,A,
29705,915779,04/30/2020,2019,DAKTRONICS INC,USD,608.932,0.491,0.00080633,,0.154,,4.67,,17.561,,A,
29705,915779,04/30/2021,2020,DAKTRONICS INC,USD,482.033,10.926,0.022666498,0.021860168,18.012,17.858,39.99,35.32,35.455,17.894,A,
29751,915913,12/31/2019,2019,ALBEMARLE CORP,USD,3589.427,533.228,0.148555187,,-37.581,,57.79,,976.134,,A,
29751,915913,12/31/2020,2020,ALBEMARLE CORP,USD,3128.909,375.764,0.120094256,-0.028460931,-238.628,-201.047,133.614,75.824,783.159,-192.975,A,
30651,916540,12/31/2019,2019,DARLING INGREDIENTS INC,USD,3363.905,312.6,0.092927713,,-26,,-34.324,,411.897,,A,
30651,916540,12/31/2020,2020,DARLING INGREDIENTS INC,USD,3571.923,296.819,0.083097816,-0.009829898,-27.284,-1.284,8.675,42.999,504.612,92.715,A,
5572,916789,02/29/2020,2019,HELEN OF TROY LTD,USD,1707.432,152.333,0.089217609,,37.4,,12.596,,262.519,,A,
