adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001104659-19-025328	51143	INTERNATIONAL BUSINESS MACHINES CORP	3570	US	NY	ARMONK	10504	1 NEW ORCHARD ROAD		9144991900	US	NY	ARMONK	10504	1 NEW ORCHARD RD		US	NY	130871985			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:22:00.0	0	1	ibm-20190331.xml	1	
0001104659-19-025335	8818	AVERY DENNISON CORP	2670	US	CA	GLENDALE	91203	207 GOODE AVENUE		626.304.2000	US	CA	GLENDALE	91203	207 GOODE AVENUE		US	DE	951492269	AVERY DENNISON CORPORATION	19920703	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:30:00.0	0	1	avy-20190330.xml	1	
0001104659-19-025351	1439124	BRAZILIAN ELECTRIC POWER CO	4911	BR		RIO DE JANEIRO	20091-005	RUA DA QUITANDA, 196, 24TH FLOOR	CENTRO	55 21 2514 5891	BR		RIO DE JANEIRO	20091-005	RUA DA QUITANDA, 196, 24TH FLOOR	CENTRO	BR		000000000			1-LAF	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:43:00.0	0	1	ebr-20181231.xml	1	
0001104659-19-025398	912892	GRUPO TELEVISA, S.A.B.	4833	MX		MEXICO, D.F.	01210	AV VASCO DE QUIROGA 2000	COLONIA SANTA FE	(5255) 52612000	MX		MEXICO, D.F.	01210	AV VASCO DE QUIROGA 2000	COLONIA SANTA FE			000000000	GRUPO TELEVISA S A	19931202	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:14:00.0	0	1	tv-20181231.xml	1	
0001104659-19-025436	844150	ROYAL BANK OF SCOTLAND GROUP PLC	6029	GB		EDINBURGH, SCOTLAND	EH12 1HQ	GOGARBURN	PO BOX 1000	441315568555	GB		EDINBURGH, SCOTLAND	EH12 1HQ	GOGARBURN	PO BOX 1000	GB		000000000			1-LAF	0	1231	6-K	20181231	2018	FY	20190430	2019-04-30 17:33:00.0	0	1	rbs-20181231.xml	1	
0001136893-19-000024	1136893	FIDELITY NATIONAL INFORMATION SERVICES, INC.	7389	US	FL	JACKSONVILLE	32204	601 RIVERSIDE AVENUE		904-438-6365	US	FL	JACKSONVILLE	32204	601 RIVERSIDE AVENUE				371490331	CERTEGY INC	20010607	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:17:00.0	0	1	fis-20190331.xml	1	
0001140361-19-008017	1677940	BEYONDSPRING INC.	2834	US	NY	NEW YORK	10005	28 LIBERTY STREET	39TH FLOOR	646-528-4184	US	NY	NEW YORK	10005	28 LIBERTY STREET	39TH FLOOR	US	DE	463009483			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:11:00.0	0	1	bysi-20181231.xml	1	
0001140361-19-008046	1699150	GARDNER DENVER HOLDINGS, INC.	3560	US	WI	MILWAUKEE	53202	222 EAST ERIE STREET, STE 500		414-212-4700	US	WI	MILWAUKEE	53202	222 EAST ERIE STREET, STE 500				462393770			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:52:00.0	0	1	gdi-20190331.xml	1	
0001140361-19-008088	1163560	GRUPO TMM SAB	4412	MX		MEXICO CITY	14010	AVENIDA DE LA CUSPIDE NO 4755	COLONIA PARQUES DEL PEDREGAL	011525556298866	MX		MEXICO CITY	14010	AVENIDA DE LA CUSPIDE NO 4755	COLONIA PARQUES DEL PEDREGAL	MX		000000000	GRUPO TMM SA	20020924	4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:29:00.0	0	1	gtmay-20181231.xml	1	
0001141391-19-000076	1141391	MASTERCARD INC	7389	US	NY	PURCHASE	10577	2000 PURCHASE STREET		9142492000	US	NY	PURCHASE	10577	2000 PURCHASE STREET		US	DE	134172551	MASTERCARD INC	20010525	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 10:12:00.0	0	1	ma03312019-10xq_htm.xml	1	
0001144204-19-022041	1145898	CHINESEWORLDNET COM INC	7389	KY		GRAND CAYMAN	KY1-1104	APPLEBY, CLIFTON HOUSE	75 FORT STREET, PO BOX 190	345 949 4900	KY		GRAND CAYMAN	KY1-1104	APPLEBY, CLIFTON HOUSE	75 FORT STREET, PO BOX 190			000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-29 21:14:00.0	0	1	cwnof-20181231.xml	1	
0001144204-19-022093	1743340	TUANCHE LTD	7389	CN		BEIJING	100038	9F, RUIHAI BUILDING	NO. 21 YANGFANGDIAN ROAD	00861063998902	CN		BEIJING	100038	9F, RUIHAI BUILDING	NO. 21 YANGFANGDIAN ROAD	KY		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 06:43:00.0	0	1	tc-20181231.xml	1	
0001144204-19-022125	830616	SCI ENGINEERED MATERIALS, INC.	3620	US	OH	COLUMBUS	43228	2839 CHARTER STREET		6144860261	US	OH	COLUMBUS	43228	2839 CHARTER STREET		US	OH	310121318	SUPERCONDUCTIVE COMPONENTS INC	20000918	4-NON	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 08:32:00.0	0	1	scia-20190331.xml	1	
0001144204-19-022305	1365742	ACORN INTERNATIONAL, INC.	5900	CN		SHANGHAI	200233	18/F, 20TH BUILDING, 487 TIANLIN ROAD		8621-51518888	CN		SHANGHAI	200233	18/F, 20TH BUILDING, 487 TIANLIN ROAD		KY		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 13:29:00.0	0	1	atv-20181231.xml	1	
0001144204-19-022318	1715194	JINXUAN COKING COAL LTD	1221	CN		TAIYUAN	000000	SOUTH ZHONGHUAN STREET 529	C-12, ROOMS 1204 AND 1205	9175120848	CN		TAIYUAN	000000	SOUTH ZHONGHUAN STREET 529	C-12, ROOMS 1204 AND 1205	KY		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 14:25:00.0	0	1	cik0001715194-20181231.xml	1	
0001144204-19-022364	1597680	JUMEI INTERNATIONAL HOLDING LTD	5990	CN		DONGCHENG DISTRICT, BEIJING	100007	20TH FLOOR, TOWER B, ZHONGHUI PLAZA	11 DONGZHIMEN SOUTH ROAD	86 10 5676 6999	CN		DONGCHENG DISTRICT, BEIJING	100007	20TH FLOOR, TOWER B, ZHONGHUI PLAZA	11 DONGZHIMEN SOUTH ROAD	KY		000000000			2-ACC	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:05:00.0	0	1	jmei-20181231.xml	1	
0001144204-19-022382	1001290	CREDICORP LTD	6029	BM		HAMILTON	HM CX	CLARENDON HOUSE, 2 CHURCH STREET	P.O. BOX HM 666,	5113135140	BM		HAMILTON	HM CX	CLARENDON HOUSE, 2 CHURCH STREET	P.O. BOX HM 666,			000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:21:00.0	0	1	bap-20181231.xml	1	
0001144204-19-022386	1470683	CHINA CERAMICS CO., LTD	3250	CN		FUJIAN PROVINCE,	00000	C/O JINJIANG HENGDA CERAMICS CO., LTD.	JUNBING INDUSTRIAL ZONE, ANHAI, JINJIANG	86 (595) 8576 5051	CN		FUJIAN PROVINCE,	00000	C/O JINJIANG HENGDA CERAMICS CO., LTD.	JUNBING INDUSTRIAL ZONE, ANHAI, JINJIANG	VG		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:25:00.0	0	1	cccl-20181231.xml	1	
0001144204-19-022451	846475	ZYNEX INC	3845	US	CO	LONE TREE	80124	9990 PARK MEADOWS DRIVE		(303) 703-4906	US	CO	LONE TREE	80124	9990 PARK MEADOWS DRIVE		US	NV	870403828	ZYNEX MEDICAL HOLDINGS INC	20050812	4-NON	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 17:02:00.0	0	1	zyxi-20190331.xml	1	
0001144204-19-022492	16859	MFC BANCORP LTD.	6029	IE		DUBLIN 2	D02 YN56	2-4 MERRION ROW		844-331-3343	IE		DUBLIN 2	D02 YN56	2-4 MERRION ROW		CA	BC	131818111	MFC INDUSTRIAL LTD.	20110930	4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:17:00.0	0	1	mfcb-20181231.xml	1	
0001144204-19-022497	1413745	AIRMEDIA GROUP INC.	7311	CN		BEIJING	100027	17/F, SKY PLAZA, NO.46 DONGZHIMENWAI ST.	DONGCHENG DISTRICT	(86-10) 8438-6868	CN		BEIJING	100027	17/F, SKY PLAZA, NO.46 DONGZHIMENWAI ST.	DONGCHENG DISTRICT	KY		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:18:00.0	0	1	cik0001413745-20181231.xml	1	
0001144204-19-022511	890541	FOREIGN TRADE BANK OF LATIN AMERICA, INC.	6029	PA		URBANIZACI?N COSTA DEL ESTE	000000	BUSINESS PARK, TORRE V, PISO 5	AVENIDA LA ROTONDA	5072108674	PA		PANAM?	00000	0819-08730				000000000	LATIN AMERICAN EXPORT BANK	19940829	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:26:00.0	0	1	blx-20181231.xml	1	
0001144204-19-022514	1472072	CONCORD MEDICAL SERVICES HOLDINGS LTD	8011	CN		DONGCHENG DISTRICT, BEIJING	100013	ROOM 2001-2002, 20TH FLOOR, TOWER A	GLOBAL TRADE CTR, 36 NORTH THIRD RING RD	(86)10-5825-6867	CN		DONGCHENG DISTRICT, BEIJING	100013	ROOM 2001-2002, 20TH FLOOR, TOWER A	GLOBAL TRADE CTR, 36 NORTH THIRD RING RD	KY		000000000			2-ACC	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:27:00.0	0	1	ccm-20181231.xml	1	
0001144204-19-022521	1394029	YINGLI GREEN ENERGY HOLDING CO LTD	3674	CN		BAODING	071051	NO. 3055 MIDDLE FUXING ROAD		(86 312) 3100-500	CN		BAODING	071051	NO. 3055 MIDDLE FUXING ROAD		KY		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:31:00.0	0	1	yge-20181231.xml	1	
0001171843-19-002723	1437424	POET TECHNOLOGIES INC.	3674	CA	ON	TORONTO, ONTARIO M5H 2K1	00000	121 RICHMOND STREET WEST	SUITE 501	401-338-1212	CA	ON	TORONTO, ONTARIO M5H 2K1	00000	121 RICHMOND STREET WEST	SUITE 501			000000000	OPEL INTERNATIONAL INC	20080611	2-ACC	0	1231	20-F	20181231	2018	FY	20190430	2019-04-29 18:01:00.0	0	1	ptk-20181231.xml	1	
0001171843-19-002736	1095348	O2MICRO INTERNATIONAL LTD	3674	KY		GEORGE TOWN, GR CAY	00000	THE GRAND PAVILLION	WEST BAY ROAD PO BOX 32331 SMB	345-945-1110	KY		GRAND CAYMAN	KY1-1209	GRAND PAVILION COMMERCIAL CENTRE	WEST BAY ROAD			000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 06:03:00.0	0	1	oiim-20181231.xml	1	
0001171843-19-002759	1430723	SERVISFIRST BANCSHARES, INC.	6022	US	AL	BIRMINGHAM	35209	2500 WOODCREST PLACE		2059490302	US	AL	BIRMINGHAM	35209	2500 WOODCREST PLACE		US	DE	260734029			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 13:36:00.0	0	1	sfbs-20190331.xml	1	
0001173514-19-000049	1173514	HYSTER-YALE MATERIALS HANDLING, INC.	3537	US	OH	CLEVELAND	44124	5875 LANDERBROOK DRIVE	SUITE 300	4404499600	US	OH	CLEVELAND	44124	5875 LANDERBROOK DRIVE	SUITE 300	US	DE	311637659	HYSTER YALE MATERIALS HANDLING INC.	20120628	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 17:12:00.0	0	1	hy-20190331.xml	1	
0001178913-19-001254	1117095	TIKCRO TECHNOLOGIES LTD	8731	IL		TEL AVIV ISRAEL	67443	126 YIGAL ALLON STREET		972 3696 2121	IL		TEL AVIV ISRAEL	67443	126 YIGAL ALLON STREET		IL		000000000	TIOGA TECHNOLOGIES LTD	20000623	4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 10:33:00.0	0	1	tikrf-20181231.xml	1	
0001178913-19-001258	1337117	ITURAN LOCATION & CONTROL LTD.	5065	IL		AZOOR	58001	3 HASHIKMA STREET		972-3-557-1333	IL		AZOOR	58001	3 HASHIKMA STREET		IL		000000000			2-ACC	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 11:13:00.0	0	1	itrn-20181231.xml	1	
0001179929-19-000082	1179929	MOLINA HEALTHCARE INC	6324	US	CA	LONG BEACH	90802	200 OCEANGATE, SUITE 100		5624353666	US	CA	LONG BEACH	90802	200 OCEANGATE, SUITE 100		US	DE	134204626			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 11:05:00.0	0	1	moh-20190331.xml	1	
0001193125-19-126959	1279695	UNIVERSAL BIOSENSORS INC	3841	AU		VICTORIA	3178	1 CORPORATE AVENUE	ROWVILLE	613-9213-9000	AU		VICTORIA	3178	1 CORPORATE AVENUE	ROWVILLE	US	DE	980424072			4-NON	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 06:17:00.0	0	1	ubi-20190331.xml	1	
0001193125-19-127046	1290109	LG DISPLAY CO., LTD.	3679	KR		SEOUL	150-721	LG TWIN TOWERS	128 YEOUI-DAERO, YEONGDEUNGPO-GU	82-2-3777-1010	KR		SEOUL	150-721	LG TWIN TOWERS	128 YEOUI-DAERO, YEONGDEUNGPO-GU	KR		000000000	LG.PHILIPS LCD CO., LTD.	20040512	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 07:01:00.0	0	1	lpl-20181231.xml	1	
0001193125-19-127060	889132	POSCO	3312	KR		KANGNAM GU SEOUL KOR	00000	892 TAECHI 4 DONG	POSCO CENTER	2027855643	KR		KANGNAM GU SEOUL KOR		892 TAECHI 4 DONG	POSCO CENTER			000000000	POHANG IRON & STEEL CO LTD	19930607	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 07:07:00.0	0	1	pkx-20181231.xml	1	
0001193125-19-127310	892450	KT CORP	4813	KR		KOREA M5	463-711	206 JUNGJA DONG, BUNDANG GU,	SUNGNAM, KYUNGGI DO, 463-711,	82-31-727-0114	KR		SEOUL, 110-130, KOREA M5	110-130	KT GWANGHWAMUN BUILDING EAST,	33 JONGNO-3-GIL, JONGNO-GU,			000000000	KOREA TELECOM CORP	19971006	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 07:55:00.0	0	1	kt-20181231.xml	1	
0001193125-19-127526	887225	KOREA ELECTRIC POWER CORP	4911	KR		NAJU-SI	58322	55 JEOLLYEOK-RO		201 482 8182	US	NJ	FORT LEE	07024	400 KELBY STREET	7TH FLOOR			133442428			1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 09:01:00.0	0	1	kep-20181231.xml	1	
0001193125-19-127582	1263043	SHINHAN FINANCIAL GROUP CO LTD	6021	KR		SEOUL100-102	00000	120 2-GA TAEPYUNG RO JUNG GU		82263603000	KR		SEOUL	00000	120 2-GA TAEPYUNG RO JUNG GU	SEOUL 100-102			000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 09:12:00.0	0	1	shg-20181231.xml	1	
0001193125-19-127722	1445930	KB FINANCIAL GROUP INC.	6029	KR		SEOUL	07331	26, GUKJE GEUMYUNG-RO 8-GIL	YEONGDEUNGPO-GU	822-2073-2844	KR		SEOUL	07331	26, GUKJEGEUMYUNG-RO 8-GIL	YEONGDEUNGPO-GU	KR		000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 10:01:00.0	0	1	kb-20181231.xml	1	
0001193125-19-128556	751978	VICOR CORP	3679	US	MA	ANDOVER	01810	25 FRONTAGE ROAD		(978) 470-2900	US	MA	ANDOVER	01810	25 FRONTAGE RD		US	DE	042742817			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 13:51:00.0	0	1	vicr-20190331.xml	1	
0001193125-19-128772	1264136	WOORI FINANCIAL GROUP INC.	6029	KR		SEOUL KOREA	04632	51, SOGONG-RO, JUNG-GU,		000-000-0000	KR		SEOUL KOREA	04632	51, SOGONG-RO, JUNG-GU,		KR		000000000	WOORI BANK	20141015	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 14:40:00.0	0	1	wf-20181231.xml	1	
0001193125-19-129126	1711375	LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA	3241	AR		BUENOS AIRES	C1003ABQ	RECONQUISTA 1088, 7TH FLOOR		54 114-319-3000	AR		BUENOS AIRES	C1003ABQ	RECONQUISTA 1088, 7TH FLOOR				000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 15:39:00.0	0	1	loma-20181231.xml	1	
0001193125-19-129160	1432364	AZUL SA	4512	BR		BARUERI	06460-040	EDIF?CIO JATOB?, 8TH FL, CASTELO BRANCO	OFFICE PARK, AVENIDA MARCOS PENTEADO DE	55 11 4831 2880	BR		BARUERI	06460-040	EDIF?CIO JATOB?, 8TH FL, CASTELO BRANCO	OFFICE PARK, AVENIDA MARCOS PENTEADO DE	BR		000000000	SALEB II PARTICIPACOES SA	20080415	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 15:46:00.0	0	1	azul-20181231.xml	1	
0001193125-19-129238	1001902	INTEVAC INC	3559	US	CA	SANTA CLARA	95054	3560 BASSETT STREET		4089869888	US	CA	SANTA CLARA	95054	3560 BASSETT STREET		US	DE	943125814			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:02:00.0	0	1	ivac-20190330.xml	1	
0001193125-19-129266	908256	CHINA ENTERPRISES LTD	6799	HK		HONG KONG	00000	UNIT 703, 7/F.	1063 KING'S ROAD, QUARRY BAY	011852 3151 0300	HK		HONG KONG	00000	UNIT 703, 7/F.	1063 KING'S ROAD, QUARRY BAY			000000000	CHINA TIRE HOLDINGS LTD	19930628	4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:06:00.0	0	1	cshef-20181231.xml	1	
0001193125-19-129284	1137789	SEAGATE TECHNOLOGY PLC	3572	IE		DUBLIN 2	00000	38/39 FITZWILLIAM SQUARE		(353) (1) 234-3136	IE		DUBLIN 2	00000	38/39 FITZWILLIAM SQUARE		IE		980648577	SEAGATE TECHNOLOGY	20090330	1-LAF	0	0630	10-Q	20190331	2019	Q3	20190430	2019-04-30 16:07:00.0	0	1	stx-20190329.xml	1	
0001193125-19-129375	36029	FIRST FINANCIAL BANKSHARES INC	6022	US	TX	ABILENE	79601	400 PINE STREET	P.O. BOX 701	325.627.7167	US	TX	ABILENE	79604	P.O. BOX 701		US	TX	750944023			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:18:00.0	0	1	ffin-20190331.xml	1	
0001193125-19-129416	1091223	MATERIALISE NV	7372	BE		BELGIUM		TECHNOLOGIELAAN 15 3001 LEVUEN	BELGIUM										000000000			2-ACC	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:23:00.0	0	1	mtls-20181231.xml	1	
0001193125-19-129476	1500866	INTERXION HOLDING N.V.	7370	NL		SCHIPHOL-RIJK	00000	TUPOLEVLAAN 24	1119 NX	31 20 880 7600	NL		Schiphol-Rijk	00000	TUPOLEVLAAN 24	1119 NX			000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:34:00.0	0	1	inxn-20181231.xml	1	
0001193125-19-129575	1402902	COSAN LTD.	2060	BR		SAO PAULO, SP	04538-132	AV. BRIGADEIRO FARIA LIMA, 4100	16TH FLOOR	55-11-3897-9797	BR		SAO PAULO, SP	04538-132	AV. BRIGADEIRO FARIA LIMA, 4100	16TH FLOOR	BM		000000000			1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:49:00.0	0	1	czz-20181231.xml	1	
0001193125-19-129654	1132597	ITAU UNIBANCO HOLDING S.A.	6022	BR		SAO PAULO	00000	PC. ALFREDO EGYDIO DE SOUZA ARANHA, 100	TORRE AE, 3 ANDAR, CEP 04344-902	55-11-5019-1723	BR		SAO PAULO	00000	PC. ALFREDO EGYDIO DE SOUZA ARANHA, 100	TORRE AE, 3 ANDAR, CEP 04344-902	BR		000000000	ITAU UNIBANCO BANCO MULTIPLO S.A.	20090226	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:07:00.0	0	1	itub-20181231.xml	1	
0001193125-19-129698	932782	MEXICAN PETROLEUM	1311	MX		MEXICO CITY	11300	AVENIDA MARINA NACIONAL NO. 329	COLONIA VERONICA ANZURES	5255-1944-2500	MX		MEXICO CITY	11300	AVENIDA MARINA NACIONAL NO. 329	COLONIA VERONICA ANZURES	MX		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:13:00.0	0	1	ck0000932782-20181231.xml	1	
0001206774-19-001586	1090009	SOUTHERN FIRST BANCSHARES INC	6021	US	SC	GREENVILLE	29607	100 VERDAE BOULEVARD	SUITE 100	8646799000	US	SC	GREENVILLE	29607	100 VERDAE BOULEVARD	SUITE 100	US	SC	582459561	GREENVILLE FIRST BANCSHARES INC	19990707	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:11:00.0	0	1	sfst-20190331.xml	1	
0001212545-19-000090	1212545	WESTERN ALLIANCE BANCORPORATION	6022	US	AZ	PHOENIX	85004	ONE E. WASHINGTON STREET		602-389-3500	US	AZ	PHOENIX	85004	ONE E. WASHINGTON STREET	SUITE 1400	US	DE	000000000			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:39:00.0	0	1	wal-20190331.xml	1	
0001213900-19-007348	1611747	BIONDVAX PHARMACEUTICALS LTD.	2836	IL		NES-ZIONA	74036	14 EINSTEIN ST.		972-8-9302529	IL		NES-ZIONA	74036	14 EINSTEIN ST.		IL		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 06:19:00.0	0	1	bvxv-20181231.xml	1	
0001213900-19-007372	1678022	NEWATER TECHNOLOGY, INC.	4950	CN		YANTAI	264000	C/O YANTAI JINZHENG ECO-TECHNOLOGY LTD.	8 LANDE ROAD, LAISHAN DISTRICT	(86) 0535-6212280	CN		YANTAI	264000	C/O YANTAI JINZHENG ECO-TECHNOLOGY LTD.	8 LANDE ROAD, LAISHAN DISTRICT	VG		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 09:31:00.0	0	1	newa-20181231.xml	1	
0001213900-19-007378	1679450	HUNTER MARITIME ACQUISITION CORP.	4731	CN		CHAOYANG DISTRICT BEIJING	100027	TOWER A, WANGXIN BUILDING	28 XIAOYUN RD	011 32 3 247 59 35	CN		CHAOYANG DISTRICT BEIJING	100027	TOWER A, WANGXIN BUILDING	28 XIAOYUN RD	MH		000000000			2-ACC	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 10:03:00.0	0	1	hunt-20181231.xml	1	
0001213900-19-007399	1754323	POWERBRIDGE TECHNOLOGIES CO., LTD.	7371	CN		GUANGDONG	519080	1ST FLOOR, BUILDING D2	SOUTHERN SOFTWARE PARKTANGJIA BAY ZHUHAI	86-756-339-5666	CN		GUANGDONG	519080	1ST FLOOR, BUILDING D2	SOUTHERN SOFTWARE PARKTANGJIA BAY ZHUHAI	KY		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 12:47:00.0	0	1	pbts-20181231.xml	1	
0001213900-19-007404	876779	MAGIC SOFTWARE ENTERPRISES LTD	7372	IL		OR YEHUDA ISRAEL	60218	5 HAPLADA STREET		97235389322	IL		OR YEHUDA ISRAEL	60218	5 HAPLADA STREET		IL		330477418			2-ACC	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 13:25:00.0	0	1	mgic-20181231.xml	1	
0001213900-19-007415	1098462	METALINK LTD	3674	IL		BEIT-YITZHAK	4292000	HAALIYA 24,	P.O.B 325	972722117400	IL		BEIT-YITZHAK	4292000	HAALIYA 24,	P.O.B 325	IL		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 14:23:00.0	0	1	mtlk-20181231.xml	1	
0001213900-19-007437	1596812	ENLIVEX THERAPEUTICS LTD.	2834	IL		TEL AVIV	6522042	37 DEREH MENACHEM BEGIN ST.	15TH FLOOR	972 (0) 3 7326616	IL		TEL AVIV	6522042	37 DEREH MENACHEM BEGIN ST.	15TH FLOOR	IL		000000000	BIOBLAST PHARMA LTD.	20160919	4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:17:00.0	1	1	enlv-20181231.xml	1	
0001213900-19-007451	1710350	GOLDEN BULL LTD	6199	CN		SHANGHAI	200120	707 ZHANG YANG ROAD, LIFE INSURANCE BLDG	F35, PUDONG	(86)021-61659027	CN		SHANGHAI	200120	707 ZHANG YANG ROAD, LIFE INSURANCE BLDG	F35, PUDONG	KY		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:25:00.0	1	1	dnjr-20181231.xml	1	
0001213900-19-007456	1355839	PEERSTREAM, INC.	7389	US	NY	NEW YORK,	10168	122 E 42ND ST	SUITE 2600	(212) 594-5050	US	NY	NEW YORK,	10168	122 E 42ND ST	SUITE 2600	US	DE	203191847	SNAP INTERACTIVE, INC	20071121	4-NON	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:35:00.0	0	1	peer-20190331.xml	1	
0001213900-19-007482	1413855	FANHUA INC.	6411	CN		GUANGZHOU	510623	27/F PEARL RIVER TOWER	NO.15 WEST ZHUJIANG ROAD TIANHE DISTRICT	(86-20) 8388 6888	CN		GUANGZHOU	510623	27/F PEARL RIVER TOWER	NO.15 WEST ZHUJIANG ROAD TIANHE DISTRICT	KY		000000000	CNINSURE INC.	20071001	1-LAF	1	1231	20-F	20181231	2018	FY	20190430	2019-04-30 17:11:00.0	0	1	fanh-20181231.xml	1	
0001214659-19-003052	1643918	MIDATECH PHARMA PLC	2834	GB		CARDIFF	CF24 0AA	ODDFELLOWS HOUSE	19 NEWPORT ROAD	44 (0)1235 888300	GB		CARDIFF	CF24 0AA	ODDFELLOWS HOUSE	19 NEWPORT ROAD	GB		000000000			4-NON	0	1231	20-F	20181231	2018	FY	20190430	2019-04-30 16:17:00.0	0	1	mtph-20181231.xml	1	
0001234006-19-000008	1234006	GLADSTONE COMMERCIAL CORP	6519	US	VA	MCLEAN	22102	1521 WESTBRANCH DRIVE	SUITE 100	703-287-5853	US	VA	MCLEAN	22102	1521 WESTBRANCH DRIVE	SUITE 100	US	MD	020681276			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 16:02:00.0	0	1	good-20190331.xml	1	
0001271833-19-000007	1271833	CCO HOLDINGS LLC	4841	US	MO	ST LOUIS	63131	12405 POWERCOURT DR		314-965-0555	US	MO	ST..LOUIS	63131	12405 POWERSCOURT DR				000000000			4-NON	0	1231	10-Q	20190331	2019	Q1	20190430	2019-04-30 07:29:00.0	0	1	ccoh-20190331.xml	2	1271834
